name,namefr,type1,type1fr,type2/none,type2fr/none,generation,index,description,descriptionfr,image(link),hasMegaEvolution,weight(in kg),legendary,fabulous,size(in meter),biomes(where we can found it),evolution-stade,color,isMaxEvolution,hasBeenInAshTeam,hasGenderDifference,isFormSwitchable,baseHappiness,captureRate
gligar,Scorplane,ground,Sol,flying,Vol,2,207,It flies straight at its target's face then clamps down on the star­ tled victim to inject poison.,Il fend l’air et fond sur sa proie pour s’agripper à son visage et la frapper avec son dard.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,False,64.8,False,False,1.1,N/A,1,purple,False,False,True,False,70,60
steelix,Steelix,steel,Acier,ground,Sol,2,208,It is thought its body transformed as a result of iron accumulating internally from swallowing soil.,On pense que son corps s’est transformé à cause du fer contenu dans la terre dont il se nourrit.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,True,400.0,False,False,9.2,N/A,2,gray,True,False,True,True,70,25
snubbull,Snubbull,fairy,Fée,none,none,2,209,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women.","Son visage horrible fait fuir les petits Pokémon. Par contre, les femmes le trouvent mignon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,False,7.8,False,False,0.6,N/A,1,pink,False,False,False,False,70,190
granbull,Granbull,fairy,Fée,none,none,2,210,"It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker.","En dépit des apparences, c’est un grand timide. Quand il s’énerve, il mord de ses énormes crocs.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,False,48.7,False,False,1.4,N/A,2,purple,True,False,False,False,70,75
qwilfish,Qwilfish,water,Eau,poison,Poison,2,211,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",Il envoie ses piquants empoisonnés à la ronde. Sa forme sphérique en fait un piètre nageur.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,False,3.9,False,False,0.5,N/A,1,gray,False,False,False,False,70,45
scizor,Cizayox,bug,Insecte,steel,Acier,2,212,It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.,Les yeux sur ses pinces servent à intimider l’ennemi avant de passer à l’attaque.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,True,118.0,False,False,1.8,N/A,2,red,True,False,True,True,70,25
shuckle,Caratroc,bug,Insecte,rock,Roche,2,213,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,Il stocke des Baies sous sa carapace. Elles fermentent et produisent des jus délicieux.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,False,20.5,False,False,0.6,N/A,1,yellow,True,False,False,False,70,190
heracross,Scarhino,bug,Insecte,fighting,Combat,2,214,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn.",Il défend vaillamment sa réserve de miel personnelle à grand renfort de coups de corne.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,True,54.0,False,False,1.5,N/A,1,blue,True,False,True,True,70,45
sneasel,Farfuret,dark,Ténèbres,ice,Glace,2,215,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy.","Ce Pokémon rusé agit parfois en équipe pour voler des œufs, l’un d’entre eux faisant diversion.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,False,28.0,False,False,0.9,N/A,1,black,False,False,True,False,35,60
teddiursa,Teddiursa,normal,Normal,none,none,2,216,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.",Il baigne ses griffes dans le miel  pour les lécher. Chaque paire de pattes a un goût unique.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,False,8.8,False,False,0.6,N/A,1,brown,False,False,False,False,70,120
ursaring,Ursaring,normal,Normal,none,none,2,217,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.",Il marque de ses griffes les arbres de son territoire qui portent des Baies ou des fruits.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,False,125.8,False,False,1.8,N/A,2,brown,False,False,True,False,70,60
slugma,Limagma,fire,Feu,none,none,2,218,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden.","Son corps est fait de magma. S’il cesse de bouger, il refroidit et durcit.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,False,35.0,False,False,0.7,N/A,1,red,False,False,False,False,70,190
magcargo,Volcaropod,fire,Feu,rock,Roche,2,219,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,Sa température corporelle avoisine les 10 000 °C. Des flammes fusent des fissures de sa coquille.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,False,55.0,False,False,0.8,N/A,2,red,True,False,False,False,70,75
swinub,Marcacrin,ice,Glace,ground,Sol,2,220,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,"Son nez très sensible détecte champignons, Baies et sources chaudes enfouis sous la glace.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,False,6.5,False,False,0.4,N/A,1,brown,False,False,False,False,70,225
piloswine,Cochignon,ice,Glace,ground,Sol,2,221,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.",Il est protégé du froid mordant par son épais manteau de fourrure. Ses cornes sont formées de glace.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,False,55.8,False,False,1.1,N/A,2,brown,False,False,True,False,70,75
corsola,Corayon,water,Eau,rock,Roche,2,222,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,Ses branches repoussent si elles sont brisées. Les plus belles sont offertes aux futures mamans comme porte-bonheurs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,False,5.0,False,False,0.6,N/A,1,pink,False,False,False,False,70,60
remoraid,Rémoraid,water,Eau,none,none,2,223,It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet.,"Son puissant jet d’eau ne manque jamais sa cible, même quand il est au fond de l’eau.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,False,12.0,False,False,0.6,N/A,1,gray,False,False,False,False,70,190
octillery,Octillery,water,Eau,none,none,2,224,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.,Il adore se cacher dans les fissures de la roche. Il crache parfois de l’encre sur ses proies.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,False,28.5,False,False,0.9,N/A,2,red,True,False,True,False,70,75
delibird,Cadoizo,ice,Glace,flying,Vol,2,225,It carries food all day long. There are tales about lost people who were saved by the food it had.,Il dépose sa nourriture dans sa queue enroulée. Il l’offre souvent aux gens égarés en montagne.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,False,16.0,False,False,0.9,N/A,1,red,True,False,False,False,70,45
mantine,Démanta,water,Eau,flying,Vol,2,226,"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers.",Il ignore royalement les Rémoraid qui s’accrochent à ses nageoires pour manger les restes qu’il sème.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,False,220.0,False,False,2.1,N/A,2,purple,True,False,False,False,70,25
skarmory,Airmure,steel,Acier,flying,Vol,2,227,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky.","Son corps est prisonnier d’une armure dure comme l’acier, mais il vole à plus de 300 km/h.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,False,50.5,False,False,1.7,N/A,1,gray,True,False,False,False,70,25
houndour,Malosse,dark,Ténèbres,fire,Feu,2,228,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,Il est assez évolué pour chasser en meute et communiquer par des séries de cris modulés.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,False,10.8,False,False,0.6,N/A,1,black,False,False,False,False,35,120
houndoom,Démolosse,dark,Ténèbres,fire,Feu,2,229,"If you are burned by the flames it shoots from its mouth, the pain will never go away.","En colère, il crache des flammes contenant une toxine qui peut causer des dégâts irréversibles.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,True,35.0,False,False,1.4,N/A,2,black,True,False,True,True,35,45
kingdra,Hyporoi,water,Eau,dragon,Dragon,2,230,It is said that it usually hides in underwater caves. It can create whirlpools by yawning.,Chacun de ses déplacements provoque des tourbillons. Il vit dans les grottes sous-marines.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,False,152.0,False,False,1.8,N/A,3,blue,True,False,False,False,70,45
phanpy,Phanpy,ground,Sol,none,none,2,231,"It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous.",Il est fort malgré son aspect ramassé. Il n’a aucun mal à porter un humain adulte sur son dos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,False,33.5,False,False,0.5,N/A,1,blue,False,False,False,False,70,120
donphan,Donphan,ground,Sol,none,none,2,232,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.",Il attaque en se roulant en boule pour percuter l’ennemi. Il peut abattre une maison d’un seul coup.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,False,120.0,False,False,1.1,N/A,2,gray,True,False,True,False,70,60
porygon2,Porygon2,normal,Normal,none,none,2,233,"This upgraded version of PORYGON is designed for space exploration. It can't fly, though.",Il a subi une mise à jour censée lui permettre d’explorer d’autres planètes... C’est un échec.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,False,32.5,False,False,0.6,N/A,2,red,False,False,False,False,70,45
stantler,Cerfrousse,normal,Normal,none,none,2,234,The curved antlers subtly change the flow of air to create a strange space where real­ ity is distorted.,"Quiconque observe ses antennes ressent une sensation étrange, comme si leur centre l’attirait.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,False,71.2,False,False,1.4,N/A,1,brown,False,False,False,False,70,45
smeargle,Queulorior,normal,Normal,none,none,2,235,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.,Il marque son territoire en maniant sa queue comme un pinceau. On dénombre plus de 5 000 marques.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,False,58.0,False,False,1.2,N/A,1,white,True,False,False,False,70,45
tyrogue,Debugant,fighting,Combat,none,none,2,236,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses.",Il est réputé pour sa combativité. Il se blesse toujours en défiant des ennemis plus grands.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,False,21.0,False,False,0.7,N/A,1,purple,False,False,False,False,70,75
hitmontop,Kapoera,fighting,Combat,none,none,2,237,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard.",Il combat en tournoyant comme une toupie. La force centrifuge décuple sa puissance destructrice.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,False,48.0,False,False,1.4,N/A,2,brown,True,False,False,False,70,45
smoochum,Lippouti,ice,Glace,psychic,Psy,2,238,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.,Il goûte à tout du bout des lèvres. Elles gardent en mémoire ses goûts et ses dégoûts.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,False,6.0,False,False,0.4,N/A,1,pink,False,False,False,False,70,45
elekid,Élekid,electric,Électrik,none,none,2,239,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit.",Un faible courant électrique circule entre ses cornes. Attention à ne pas y mettre la main!,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,False,23.5,False,False,0.6,N/A,1,yellow,False,False,False,False,70,45
magby,Magby,fire,Feu,none,none,2,240,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils.",Son sang est chaud comme du magma et la température de son corps peut atteindre 600 °C.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,False,21.4,False,False,0.7,N/A,1,red,False,False,False,False,70,45
miltank,Écrémeuh,normal,Normal,none,none,2,241,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.",On raconte que les enfants élevés au lait d’Écrémeuh deviennent des adultes braves et robustes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,False,75.5,False,False,1.2,N/A,1,pink,True,False,False,False,70,45
blissey,Leuphorie,normal,Normal,none,none,2,242,Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.,Les œufs que pond Leuphorie sont un concentré de bonheur dont une bouchée suffit à apporter la joie.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,False,46.8,False,False,1.5,N/A,3,pink,True,False,False,False,140,30
raikou,Raikou,electric,Électrik,none,none,2,243,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,On prétend qu’il est tombé avec la foudre. Il peut lancer des éclairs grâce aux nuages sur son dos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,False,178.0,True,False,1.9,N/A,1,yellow,True,False,False,False,35,3
entei,Entei,fire,Feu,none,none,2,244,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land.","On raconte qu’à chaque fois qu’il rugit, un volcan entre en éruption quelque part.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,False,198.0,True,False,2.1,N/A,1,brown,True,False,False,False,35,3
suicune,Suicune,water,Eau,none,none,2,245,It races around the world to purify fouled water. It dashes away with the north wind.,Il parcourt le vaste monde pour purifier les eaux polluées. Il accompagne le vent du nord.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,False,187.0,True,False,2.0,N/A,1,blue,True,False,False,False,35,3
larvitar,Embrylex,rock,Roche,ground,Sol,2,246,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.","Un Pokémon qui se nourrit de terre. Après avoir dévoré une montagne, il s’endort pour grandir.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,False,72.0,False,False,0.6,N/A,1,green,False,False,False,False,35,45
pupitar,Ymphect,rock,Roche,ground,Sol,2,247,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.",Son corps est dur comme la pierre souterraine. Il file comme une fusée en expulsant des gaz.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,False,152.0,False,False,1.2,N/A,2,gray,False,False,False,False,35,45
tyranitar,Tyranocif,rock,Roche,dark,Ténèbres,2,248,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.","Lorsqu’il est en colère, il abat des montagnes et enterre des fleuves. On doit alors modifier les cartes.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,True,202.0,False,False,2.0,N/A,3,green,True,False,False,True,35,45
lugia,Lugia,psychic,Psy,flying,Vol,2,249,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,Il dort dans une faille des grands fonds. Ses battements d’ailes génèrent une tempête de 40 jours.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,False,216.0,True,False,5.2,N/A,1,white,True,False,False,False,0,3
ho-oh,Ho-Oh,fire,Feu,flying,Vol,2,250,Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.,Ses plumes possèdent sept couleurs. On prétend que sa vue apporte la joie éternelle.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,False,199.0,True,False,3.8,N/A,1,red,True,False,False,False,0,3
celebi,Celebi,psychic,Psy,grass,Plante,2,251,This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.,"Il a le pouvoir de voyager dans le temps. Cependant, on dit qu’il n’apparaît qu’en temps de paix.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,False,5.0,False,True,0.6,N/A,1,green,True,False,False,False,100,45
treecko,Arcko,grass,Plante,none,none,3,252,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.,Ses plantes de pieds sont couvertes d’épines lui permettant de marcher au mur et au plafond.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,False,5.0,False,False,0.5,N/A,1,green,False,False,False,False,70,45
grovyle,Massko,grass,Plante,none,none,3,253,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.,Il vit dans les jungles denses. Il saute de branche en branche pour approcher de sa proie.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,False,21.6,False,False,0.9,N/A,2,green,False,False,False,False,70,45
sceptile,Jungko,grass,Plante,none,none,3,254,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,Les feuilles sur ses bras peuvent trancher des troncs épais. C’est le meilleur combattant des jungles.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,True,52.2,False,False,1.7,N/A,3,green,True,False,False,True,70,45
torchic,Poussifeu,fire,Feu,none,none,3,255,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",Ses câlins réchauffent car il renferme une fournaise. Il envoie des boules de feu à 1 000 °C.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,False,2.5,False,False,0.4,N/A,1,red,False,False,True,False,70,45
combusken,Galifeu,fire,Feu,fighting,Combat,3,256,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",Ce maître du coup de pied peut donner 10 coups par seconde. Ses cris aigus intimident l’ennemi.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,False,19.5,False,False,0.9,N/A,2,red,False,False,True,False,70,45
blaziken,Braségali,fire,Feu,fighting,Combat,3,257,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn.",Des flammes fusent de ses poignets et ses coups brûlent l’ennemi.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,True,52.0,False,False,1.9,N/A,3,red,True,False,True,True,70,45
mudkip,Gobou,water,Eau,none,none,3,258,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.",Il analyse le courant grâce à la nageoire sur sa tête. Il est assez fort pour soulever des rochers.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,False,7.6,False,False,0.4,N/A,1,blue,False,False,False,False,70,45
marshtomp,Flobio,water,Eau,ground,Sol,3,259,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.","Ses jambes robustes lui donnent un bon appui, même dans la boue. Il dort enfoui dans la saleté.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,False,28.0,False,False,0.7,N/A,2,blue,False,False,False,False,70,45
swampert,Laggron,water,Eau,ground,Sol,3,260,SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.,Il peut traîner un grand bateau en nageant. Il assomme l’ennemi d’un grand coup de ses bras épais.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,True,81.9,False,False,1.5,N/A,3,blue,True,False,False,True,70,45
poochyena,Medhyèna,dark,Ténèbres,none,none,3,261,"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.",Un Pokémon très obstiné qui poursuit sa proie jusqu’à ce qu’elle soit épuisée.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,False,13.6,False,False,0.5,N/A,1,gray,False,False,False,False,70,255
mightyena,Grahyèna,dark,Ténèbres,none,none,3,262,MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.,Les Grahyèna forment des meutes de dix qui excellent au travail de groupe pour capturer leurs proies.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,False,37.0,False,False,1.0,N/A,2,gray,True,False,False,False,70,127
zigzagoon,Zigzaton,normal,Normal,none,none,3,263,ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.,Il marche en zigzaguant et n’a pas son pareil pour trouver des objets dans l’herbe ou sous terre.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,False,17.5,False,False,0.4,N/A,1,brown,False,False,False,False,70,255
linoone,Linéon,normal,Normal,none,none,3,264,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads.",Il fonce sur sa proie à plus de 100 km/h. Mais il ne peut pas dévier sa course et loupe souvent sa cible.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,False,32.5,False,False,0.5,N/A,2,white,False,False,False,False,70,90
wurmple,Chenipotte,bug,Insecte,none,none,3,265,"Using the spikes on its rear end,   WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping.","Cible favorite des Pokémon Oiseaux, il tente de se protéger avec ses épines venimeuses.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,False,3.6,False,False,0.3,N/A,1,red,False,False,False,False,70,255
silcoon,Armulys,bug,Insecte,none,none,3,266,"SILCOON tethers itself to a tree branch using silk to keep from falling. There,  this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",Il attend d’évoluer dans son cocon de soie accroché aux branches et se nourrit d’eau de pluie.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,False,10.0,False,False,0.6,N/A,2,white,False,False,False,False,70,120
beautifly,Charmillon,bug,Insecte,flying,Vol,3,267,"BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen.","Malgré les apparences, il est très agressif et attaque avec sa trompe quand on le dérange.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,False,28.4,False,False,1.0,N/A,3,yellow,True,False,True,False,70,45
cascoon,Blindalys,bug,Insecte,none,none,3,268,"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon.","Rancunier, il n’oublie aucune des attaques subies dans le cocon et se venge une fois qu’il a évolué.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,False,11.5,False,False,0.7,N/A,2,purple,False,False,False,False,70,120
dustox,Papinox,bug,Insecte,poison,Poison,3,269,"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.",Il disperse un nuage de poudre toxique à chaque coup d’aile. Il aime les feuilles d’arbres urbains.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,False,31.6,False,False,1.2,N/A,3,green,True,False,True,False,70,45
lotad,Nénupiot,water,Eau,grass,Plante,3,270,"It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts.",Il ressemble à une plante aquatique et fait la navette pour les Pokémon qui ne savent pas nager.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,False,2.6,False,False,0.5,N/A,1,green,False,False,False,False,70,255
lombre,Lombre,water,Eau,grass,Plante,3,271,It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.,"C’est un mauvais plaisantin. Quand il repère un pêcheur, il tire sur sa ligne pour le déranger.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,False,32.5,False,False,1.2,N/A,2,green,False,False,False,False,70,120
ludicolo,Ludicolo,water,Eau,grass,Plante,3,272,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.",Ses muscles se tonifient au son d’une musique entraînante. Il ne peut pas s’empêcher de danser.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,False,55.0,False,False,1.5,N/A,3,green,True,False,True,False,70,45
seedot,Grainipiot,grass,Plante,none,none,3,273,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.",Il ressemble à un gland pendu à une branche. Il adore effrayer les autres Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,False,4.0,False,False,0.5,N/A,1,brown,False,False,False,False,70,255
nuzleaf,Pifeuil,grass,Plante,dark,Ténèbres,3,274,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,Le son de sa flûte d’herbe déstabilise l’auditeur. Il vit au  plus profond des forêts.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,False,28.0,False,False,1.0,N/A,2,brown,False,False,True,False,70,120
shiftry,Tengalice,grass,Plante,dark,Ténèbres,3,275,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.,"D’un coup de sa feuille éventail, il génère des bourrasques de 30 m/s capables de souffler une maison.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,False,59.6,False,False,1.3,N/A,3,brown,True,False,True,False,70,45
taillow,Nirondelle,normal,Normal,flying,Vol,3,276,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.",Ce Pokémon téméraire n’a pas peur d’affronter des ennemis puissants. Il vole en quête de climats chauds.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,False,2.3,False,False,0.3,N/A,1,blue,False,False,False,False,70,200
swellow,Hélédelle,normal,Normal,flying,Vol,3,277,"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.","Il vole en cercle en quête d’une proie. Dès qu’il l’a repérée, il fond sur elle en un éclair.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,False,19.8,False,False,0.7,N/A,2,blue,True,False,False,False,70,45
wingull,Goélise,water,Eau,flying,Vol,3,278,WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky.,Il utilise les courants ascendants pour planer en altitude. Son bec lui sert à transporter la nourriture.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,False,9.5,False,False,0.6,N/A,1,white,False,False,False,False,70,190
pelipper,Bekipan,water,Eau,flying,Vol,3,279,"It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill.",Ce messager du ciel transporte petits Pokémon et œufs dans son bec en toute sécurité.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,False,28.0,False,False,1.2,N/A,2,yellow,True,False,False,False,70,45
